method,k,traffic,ir,seed,avg_lat,net_lat,flit_lat,accepted_pkt_rate,accepted_flit_rate,status
XY,4,uniform,0.005,1337,38.873,38.1531,17.554,0.004797,0.096312,ok
XY,4,uniform,0.005,42,39.1571,38.3141,17.4451,0.004875,0.097891,ok
XY,4,uniform,0.005,314,37.4548,36.567,16.5611,0.005016,0.100734,ok
XY,4,uniform,0.005,2024,40.4739,39.7876,18.4953,0.004781,0.095922,ok
XY,4,uniform,0.01,42,43.5955,41.175,18.6582,0.009734,0.195391,ok
XY,4,uniform,0.005,17,39.5752,38.7222,18.0726,0.004781,0.095969,ok
XY,4,uniform,0.01,1337,43.7484,41.3742,19.1182,0.009562,0.19175,ok
XY,4,uniform,0.01,2024,43.5328,41.2754,18.9508,0.009531,0.191641,ok
XY,4,uniform,0.01,314,45.4016,42.1969,19.4161,0.009984,0.200641,ok
XY,4,uniform,0.01,17,43.9806,41.6866,19.0609,0.009672,0.193484,ok
XY,4,uniform,0.02,17,62.3622,52.9862,24.9653,0.019281,0.386891,ok
XY,4,uniform,0.02,2024,65.703,54.8865,25.6744,0.020078,0.403016,ok
XY,4,uniform,0.02,1337,62.4711,52.7803,24.7878,0.019187,0.384922,ok
XY,4,uniform,0.02,314,63.4013,53.1255,24.6755,0.019375,0.390875,ok
XY,4,uniform,0.02,42,60.8927,51.8084,24.2106,0.019734,0.396453,ok
XY,4,uniform,0.08,42,611.621,80.1726,41.0494,0.032594,0.659156,ok
XY,4,uniform,0.08,1337,612.128,81.2834,41.5474,0.032969,0.6675,ok
XY,4,uniform,0.04,42,385.846,80.3379,41.8,0.032188,0.646406,ok
XY,4,uniform,0.08,2024,600.585,82.0,43.0015,0.032094,0.648156,ok
XY,4,uniform,0.08,314,601.516,80.2248,41.5291,0.03225,0.651344,ok
XY,4,hotspot,0.005,42,481.792,369.863,292.587,0.003078,0.062203,ok
XY,4,hotspot,0.005,1337,331.825,286.103,222.023,0.003031,0.061969,ok
XY,4,hotspot,0.005,2024,419.143,346.388,274.35,0.003063,0.062156,ok
XY,4,uniform,0.04,2024,405.145,80.1431,41.5287,0.032422,0.653031,ok
XY,4,hotspot,0.005,314,366.887,326.845,261.561,0.003031,0.061969,ok
XY,4,uniform,0.04,17,395.403,79.9512,41.5586,0.031719,0.637938,ok
XY,4,hotspot,0.01,42,570.536,403.938,323.203,0.003031,0.061937,ok
XY,4,hotspot,0.01,1337,605.093,444.66,362.244,0.003031,0.062,ok
XY,4,uniform,0.08,17,598.178,79.82,41.1583,0.032813,0.664281,ok
XY,4,hotspot,0.01,2024,565.378,429.571,338.303,0.003063,0.062094,ok
XY,4,uniform,0.04,314,423.535,80.3127,41.4504,0.032031,0.644906,ok
XY,4,hotspot,0.005,17,489.497,376.594,297.986,0.003078,0.062203,ok
XY,4,hotspot,0.01,17,535.417,427.083,345.354,0.003,0.061906,ok
XY,4,uniform,0.04,1337,459.687,79.3281,41.7054,0.032703,0.658203,ok
XY,4,hotspot,0.02,42,788.449,455.653,364.792,0.003063,0.062,ok
XY,4,hotspot,0.01,314,608.224,424.5,338.449,0.003063,0.062,ok
XY,4,hotspot,0.02,1337,797.602,465.929,385.258,0.003063,0.06225,ok
XY,4,hotspot,0.02,314,755.392,441.67,345.357,0.003031,0.062,ok
XY,4,hotspot,0.02,17,734.939,459.48,361.937,0.003063,0.061906,ok
XY,4,hotspot,0.04,42,877.773,481.732,382.814,0.003031,0.062,ok
XY,4,hotspot,0.04,1337,916.867,463.724,369.973,0.003063,0.062281,ok
XY,4,hotspot,0.02,2024,759.959,467.551,370.195,0.003063,0.062062,ok
XY,4,hotspot,0.04,314,851.062,485.186,387.373,0.003031,0.061906,ok
XY,4,hotspot,0.08,1337,952.258,478.67,377.125,0.003031,0.062312,ok
XY,4,hotspot,0.08,42,961.814,469.928,370.596,0.003031,0.062125,ok
XY,4,hotspot,0.04,17,888.763,492.557,390.893,0.003031,0.062,ok
XY,4,hotspot,0.04,2024,895.887,483.969,379.459,0.003031,0.062062,ok
XY,4,hotspot,0.08,2024,954.857,492.582,392.656,0.003063,0.06225,ok
XY,4,hotspot,0.08,314,951.557,487.835,388.51,0.003031,0.06225,ok
XY,4,hotspot,0.08,17,943.577,495.309,394.729,0.003031,0.062312,ok
XY,4,transpose,0.005,42,37.7061,36.6102,16.5791,0.004891,0.098078,ok
XY,4,transpose,0.005,2024,38.219,37.3529,16.6046,0.004781,0.095906,ok
XY,4,transpose,0.005,1337,38.8464,38.0065,17.5314,0.004781,0.096312,ok
XY,4,transpose,0.005,314,37.4119,36.3679,16.7384,0.004969,0.100453,ok
XY,4,transpose,0.005,17,37.7908,36.9412,16.5418,0.004781,0.096016,ok
XY,4,transpose,0.01,42,48.0403,45.6731,21.0559,0.009703,0.195125,ok
XY,4,transpose,0.01,1337,42.9902,40.7162,18.3432,0.009578,0.191812,ok
XY,4,transpose,0.01,2024,45.3934,42.6492,19.4939,0.0095,0.191391,ok
XY,4,transpose,0.01,314,43.0062,40.324,18.4567,0.010016,0.201031,ok
XY,4,transpose,0.01,17,43.7909,41.3241,18.7992,0.009641,0.193344,ok
XY,4,transpose,0.02,42,233.111,68.3051,32.5106,0.018328,0.368328,ok
XY,4,transpose,0.02,1337,272.645,70.0178,34.476,0.017719,0.356703,ok
XY,4,transpose,0.02,314,199.866,70.1989,34.5188,0.018547,0.372641,ok
XY,4,transpose,0.02,2024,262.592,73.4367,35.3012,0.018672,0.374531,ok
XY,4,transpose,0.02,17,189.845,68.898,33.3762,0.017937,0.360766,ok
XY,4,transpose,0.04,42,456.755,65.3962,31.478,0.027016,0.542859,ok
XY,4,transpose,0.04,2024,449.506,66.0854,31.8663,0.027094,0.544844,ok
XY,4,transpose,0.04,1337,448.712,66.5127,32.1461,0.027031,0.543937,ok
XY,4,transpose,0.08,42,539.716,61.7318,29.3075,0.030531,0.615563,ok
XY,4,transpose,0.08,1337,525.333,61.302,29.1984,0.030625,0.61775,ok
XY,4,transpose,0.08,2024,517.685,61.3385,29.0592,0.030469,0.614781,ok
XY,4,transpose,0.08,17,528.784,60.8069,28.7494,0.030594,0.617469,ok
XY,4,transpose,0.08,314,521.678,61.1945,28.9214,0.030687,0.618375,ok
XY,4,transpose,0.04,314,498.506,66.5626,32.196,0.026469,0.532625,ok
XY,4,transpose,0.04,17,428.791,65.8585,31.8035,0.027391,0.550484,ok
XY,8,uniform,0.005,42,54.7713,53.6918,30.7641,0.004816,0.096867,ok
XY,8,uniform,0.005,1337,54.1059,52.7554,30.0441,0.004867,0.097578,ok
XY,8,uniform,0.005,314,53.8735,52.7723,29.9421,0.004941,0.099,ok
XY,8,uniform,0.005,17,53.4097,52.1457,29.7411,0.004691,0.094187,ok
XY,8,uniform,0.005,2024,54.7536,53.5557,30.3649,0.004832,0.097121,ok
XY,8,uniform,0.01,1337,69.29,65.6674,36.5221,0.00952,0.190973,ok
XY,8,uniform,0.01,42,69.6488,66.0274,36.8537,0.009832,0.197426,ok
XY,8,uniform,0.01,2024,69.8505,66.2297,36.892,0.009871,0.198434,ok
XY,8,uniform,0.01,17,68.515,65.237,36.2897,0.00952,0.191539,ok
XY,8,uniform,0.01,314,69.896,65.9941,36.8192,0.009867,0.19827,ok
XY,8,uniform,0.04,42,529.32,147.021,98.4041,0.019062,0.387414,ok
XY,8,uniform,0.04,1337,510.607,142.597,94.1469,0.018844,0.383266,ok
XY,8,uniform,0.04,2024,509.796,144.85,96.7139,0.019875,0.404055,ok
XY,8,uniform,0.02,1337,210.337,117.406,78.5358,0.018059,0.36368,ok
XY,8,uniform,0.04,314,514.809,143.572,95.262,0.019242,0.38993,ok
XY,8,uniform,0.02,42,240.428,124.732,83.6179,0.018449,0.371074,ok
XY,8,uniform,0.08,42,781.352,154.526,105.987,0.018805,0.381273,ok
XY,8,uniform,0.04,17,509.943,145.174,96.8246,0.019062,0.386367,ok
XY,8,uniform,0.02,2024,304.83,130.245,86.6309,0.018316,0.369762,ok
XY,8,hotspot,0.005,42,529.327,460.092,369.488,0.000766,0.015531,ok
XY,8,hotspot,0.005,1337,597.299,542.258,447.156,0.000758,0.015461,ok
XY,8,uniform,0.02,17,220.563,120.244,78.1058,0.01843,0.371355,ok
XY,8,hotspot,0.005,2024,624.649,536.381,442.613,0.000758,0.015453,ok
XY,8,hotspot,0.005,17,509.794,448.021,369.248,0.000758,0.015445,ok
XY,8,hotspot,0.005,314,557.753,505.495,428.134,0.000758,0.0155,ok
XY,8,hotspot,0.01,42,675.806,562.075,468.615,0.000727,0.01507,ok
XY,8,uniform,0.02,314,210.682,118.886,82.0991,0.018441,0.371387,ok
XY,8,uniform,0.08,1337,747.952,145.23,96.4027,0.019656,0.400016,ok
XY,8,hotspot,0.01,2024,724.948,574.495,474.098,0.000758,0.015437,ok
XY,8,uniform,0.08,2024,764.002,150.386,100.619,0.019367,0.394828,ok
XY,8,hotspot,0.01,1337,735.714,577.643,479.367,0.000766,0.015508,ok
XY,8,uniform,0.08,17,740.271,145.674,97.3754,0.019602,0.398422,ok
XY,8,uniform,0.08,314,746.156,149.141,100.497,0.018766,0.38007,ok
XY,8,hotspot,0.01,314,708.113,550.948,445.73,0.000758,0.015445,ok
XY,8,hotspot,0.01,17,723.258,598.66,491.432,0.000758,0.015469,ok
XY,8,hotspot,0.02,42,903.907,668.351,559.334,0.000758,0.015305,ok
XY,8,hotspot,0.02,2024,873.184,609.306,511.534,0.000766,0.015516,ok
XY,8,hotspot,0.02,1337,856.908,605.296,507.675,0.000766,0.015578,ok
XY,8,hotspot,0.02,314,818.577,546.619,471.939,0.000758,0.015492,ok
XY,8,hotspot,0.02,17,825.598,573.289,466.642,0.000758,0.015445,ok
XY,8,hotspot,0.04,42,924.573,582.198,510.29,0.00075,0.015531,ok
XY,8,hotspot,0.04,1337,931.959,588.908,497.063,0.000766,0.015578,ok
XY,8,hotspot,0.04,2024,944.887,624.99,551.59,0.000758,0.015516,ok
XY,8,hotspot,0.04,314,921.602,608.969,497.896,0.000766,0.015555,ok
XY,8,hotspot,0.04,17,934.918,595.755,497.452,0.000766,0.015453,ok
XY,8,hotspot,0.08,2024,975.316,607.857,500.715,0.000766,0.015531,ok
XY,8,hotspot,0.08,314,993.908,626.163,522.62,0.000766,0.015523,ok
XY,8,hotspot,0.08,1337,968.147,611.137,518.734,0.000742,0.01525,ok
XY,8,hotspot,0.08,17,965.948,654.443,554.507,0.000758,0.015578,ok
XY,8,hotspot,0.08,42,983.327,538.459,448.186,0.000766,0.015531,ok
XY,8,transpose,0.005,42,59.2799,57.9223,32.6687,0.004828,0.096859,ok
XY,8,transpose,0.005,1337,58.4207,57.0401,32.1089,0.004871,0.097629,ok
XY,8,transpose,0.005,314,61.8088,60.2948,34.2851,0.004902,0.09868,ok
XY,8,transpose,0.005,17,60.2692,58.5142,32.8777,0.004687,0.094203,ok
XY,8,transpose,0.005,2024,62.5816,61.1066,34.6384,0.004836,0.097258,ok
XY,8,transpose,0.02,42,311.682,141.227,91.3404,0.011633,0.236039,ok
XY,8,transpose,0.02,1337,291.384,137.795,88.8404,0.011453,0.232289,ok
XY,8,transpose,0.02,2024,302.659,136.535,87.0818,0.012086,0.245125,ok
XY,8,transpose,0.02,314,300.535,139.551,89.4734,0.011703,0.237133,ok
XY,8,transpose,0.01,2024,220.242,132.44,86.4021,0.008824,0.177773,ok
XY,8,transpose,0.01,314,215.026,130.312,85.1544,0.008816,0.177508,ok
XY,8,transpose,0.02,17,284.93,136.095,86.7897,0.011867,0.241602,ok
XY,8,transpose,0.01,42,222.097,131.892,86.0083,0.008832,0.177715,ok
XY,8,transpose,0.04,42,429.492,124.564,78.2627,0.014961,0.303461,ok
XY,8,transpose,0.01,17,241.558,134.353,88.0372,0.00859,0.172641,ok
XY,8,transpose,0.01,1337,185.093,124.468,80.7193,0.008695,0.175172,ok
XY,8,transpose,0.04,1337,417.303,125.257,78.6502,0.014969,0.302938,ok
XY,8,transpose,0.04,2024,422.251,122.972,77.0045,0.015164,0.307227,ok
XY,8,transpose,0.04,17,417.302,123.857,77.8905,0.015039,0.304859,ok
XY,8,transpose,0.04,314,430.132,125.044,78.5021,0.015008,0.303742,ok
XY,8,transpose,0.08,42,644.326,116.289,72.0692,0.016773,0.338602,ok
XY,8,transpose,0.08,1337,622.487,115.686,71.8383,0.016758,0.339336,ok
XY,8,transpose,0.08,2024,631.945,115.37,71.6792,0.01675,0.338875,ok
XY,8,transpose,0.08,314,643.374,116.025,71.799,0.01675,0.339055,ok
XY,8,transpose,0.08,17,622.475,115.718,72.3111,0.016727,0.338938,ok
XY,16,uniform,0.005,1337,89.6936,88.2685,58.5889,0.004862,0.097795,ok
XY,16,uniform,0.005,2024,89.0508,87.6281,58.4015,0.004787,0.09625,ok
XY,16,uniform,0.005,42,90.4608,89.0269,59.0744,0.00487,0.097953,ok
XY,16,uniform,0.005,314,89.3168,87.9579,58.1776,0.004874,0.09795,ok
XY,16,uniform,0.005,17,90.6275,89.1542,59.266,0.00485,0.09751,ok
XY,16,uniform,0.02,2024,490.88,256.079,195.91,0.009443,0.191682,ok
XY,16,uniform,0.02,42,495.266,264.703,204.235,0.009588,0.195035,ok
XY,16,uniform,0.02,1337,477.966,255.662,196.059,0.009775,0.198531,ok
XY,16,uniform,0.01,2024,217.243,176.029,139.526,0.009244,0.186531,ok
XY,16,uniform,0.02,314,473.188,255.996,196.883,0.009428,0.191904,ok
XY,16,uniform,0.02,17,474.877,252.897,193.353,0.009437,0.191533,ok
XY,16,uniform,0.04,42,761.498,274.991,212.614,0.009615,0.194951,ok
XY,16,uniform,0.01,1337,209.415,179.136,145.192,0.009207,0.185604,ok
XY,16,uniform,0.01,17,207.909,175.751,141.935,0.00932,0.187799,ok
XY,16,uniform,0.01,314,208.34,178.65,139.946,0.009363,0.188666,ok
XY,16,uniform,0.04,2024,733.248,276.022,213.682,0.009498,0.192795,ok
XY,16,uniform,0.04,1337,723.885,274.042,211.985,0.009725,0.197596,ok
XY,16,uniform,0.04,314,728.816,273.288,211.102,0.009686,0.196641,ok
XY,16,uniform,0.04,17,748.012,276.57,213.244,0.009494,0.192809,ok
XY,16,hotspot,0.005,42,721.469,647.235,562.322,0.000191,0.003887,ok
XY,16,hotspot,0.005,1337,666.344,599.366,496.422,0.000182,0.003771,ok
XY,16,uniform,0.08,42,881.185,270.312,207.824,0.009844,0.199687,ok
XY,16,hotspot,0.005,2024,726.32,611.897,513.245,0.000189,0.003859,ok
XY,16,hotspot,0.005,314,682.541,640.918,550.797,0.000191,0.003873,ok
XY,16,uniform,0.01,42,220.13,181.691,134.163,0.009076,0.183076,ok
XY,16,hotspot,0.005,17,617.546,526.588,460.457,0.000189,0.003852,ok
XY,16,uniform,0.08,1337,872.816,280.892,218.369,0.009551,0.193783,ok
XY,16,uniform,0.08,2024,864.152,270.761,208.143,0.009393,0.190855,ok
XY,16,hotspot,0.01,2024,807.582,621.255,522.698,0.000191,0.003875,ok
XY,16,hotspot,0.01,314,805.289,668.062,564.047,0.000189,0.003861,ok
XY,16,hotspot,0.01,42,794.103,643.557,561.965,0.000189,0.003887,ok
XY,16,hotspot,0.01,1337,800.887,649.124,522.371,0.000189,0.003865,ok
XY,16,hotspot,0.01,17,750.66,646.619,556.549,0.000189,0.003885,ok
XY,16,hotspot,0.02,42,940.687,691.788,586.596,0.000193,0.003887,ok
XY,16,hotspot,0.02,17,889.031,666.143,561.96,0.000191,0.003893,ok
XY,16,hotspot,0.02,314,930.388,640.367,535.461,0.000191,0.003873,ok
XY,16,hotspot,0.02,2024,905.449,687.347,583.679,0.000191,0.003877,ok
XY,16,hotspot,0.02,1337,859.449,633.429,527.783,0.000191,0.003871,ok
XY,16,hotspot,0.04,42,962.112,686.561,572.723,0.000191,0.003889,ok
XY,16,hotspot,0.04,1337,937.26,663.312,546.22,0.000188,0.003869,ok
XY,16,uniform,0.08,17,870.246,277.114,214.718,0.009418,0.191486,ok
XY,16,hotspot,0.04,17,923.825,670.113,585.695,0.000189,0.003891,ok
XY,16,hotspot,0.04,314,939.406,654.208,570.769,0.000188,0.003879,ok
XY,16,hotspot,0.04,2024,918.409,643.559,537.791,0.000182,0.003779,ok
XY,16,uniform,0.08,314,866.14,275.899,213.727,0.009709,0.196908,ok
XY,16,hotspot,0.08,42,997.392,690.784,576.876,0.000189,0.003791,ok
XY,16,hotspot,0.08,1337,989.561,701.694,585.366,0.000191,0.003881,ok
XY,16,hotspot,0.08,314,962.063,654.042,563.094,0.000186,0.003783,ok
XY,16,hotspot,0.08,2024,992.49,709.949,591.125,0.000191,0.003881,ok
XY,16,hotspot,0.08,17,977.753,667.072,581.536,0.000189,0.003895,ok
XY,16,transpose,0.01,1337,278.165,206.419,149.629,0.005436,0.110445,ok
XY,16,transpose,0.01,42,291.08,215.555,156.893,0.005357,0.108852,ok
XY,16,transpose,0.005,42,223.632,191.603,142.039,0.004281,0.086167,ok
XY,16,transpose,0.01,2024,286.993,208.31,151.093,0.00541,0.110123,ok
XY,16,transpose,0.005,1337,242.176,202.874,152.288,0.00423,0.085201,ok
XY,16,transpose,0.005,2024,227.884,199.684,149.567,0.00427,0.086006,ok
XY,16,transpose,0.005,314,263.718,213.081,161.144,0.004304,0.086676,ok
XY,16,transpose,0.005,17,240.217,206.277,155.591,0.004315,0.086906,ok
XY,16,transpose,0.01,314,277.686,206.497,148.12,0.005564,0.113029,ok
XY,16,transpose,0.01,17,289.539,212.724,154.363,0.005389,0.109408,ok
XY,16,transpose,0.02,42,419.086,204.754,144.116,0.006637,0.134582,ok
XY,16,transpose,0.02,2024,430.994,208.294,147.383,0.006543,0.133057,ok
XY,16,transpose,0.02,1337,405.522,202.931,142.886,0.006582,0.133795,ok
XY,16,transpose,0.02,17,412.513,206.055,146.255,0.006512,0.132277,ok
XY,16,transpose,0.02,314,402.186,206.716,146.233,0.006551,0.133326,ok
XY,16,transpose,0.04,42,507.644,178.932,123.461,0.008123,0.164627,ok
XY,16,transpose,0.04,1337,516.152,183.573,127.431,0.00791,0.160408,ok
XY,16,transpose,0.04,2024,516.68,182.059,126.537,0.008025,0.162461,ok
OddEven,4,uniform,0.005,42,39.1725,38.2077,17.4852,0.004891,0.097953,ok
XY,16,transpose,0.04,17,509.258,179.756,123.911,0.008039,0.163033,ok
XY,16,transpose,0.04,314,513.221,179.846,126.223,0.007945,0.161205,ok
OddEven,4,uniform,0.005,1337,39.9251,39.1629,17.8584,0.004797,0.096312,ok
OddEven,4,uniform,0.005,2024,40.7876,40.1307,18.645,0.004781,0.095922,ok
OddEven,4,uniform,0.005,314,38.4299,37.3894,16.8219,0.005016,0.100734,ok
OddEven,4,uniform,0.005,17,39.1046,38.1961,17.6936,0.004781,0.095969,ok
OddEven,4,uniform,0.01,42,43.9358,41.7608,18.9922,0.009734,0.195391,ok
OddEven,4,uniform,0.01,1337,47.2141,44.0082,20.2319,0.009562,0.191609,ok
OddEven,4,uniform,0.01,2024,44.6863,42.1324,19.3759,0.009562,0.191969,ok
XY,16,transpose,0.08,42,692.129,168.142,116.677,0.008738,0.17732,ok
OddEven,4,uniform,0.01,314,45.2437,42.5234,19.5611,0.01,0.200813,ok
OddEven,4,uniform,0.01,17,44.7884,42.6462,19.7482,0.009641,0.193328,ok
OddEven,4,uniform,0.02,42,73.4562,57.9416,27.2668,0.019703,0.395641,ok
XY,16,transpose,0.08,2024,685.434,168.871,116.719,0.008754,0.177205,ok
OddEven,4,uniform,0.02,1337,65.7726,55.6023,25.8665,0.019156,0.384281,ok
XY,16,transpose,0.08,1337,682.667,169.095,116.487,0.008752,0.177193,ok
OddEven,4,uniform,0.02,2024,70.2467,57.6428,27.0368,0.020031,0.402547,ok
OddEven,4,uniform,0.02,314,68.417,56.6103,26.5408,0.019422,0.391047,ok
OddEven,4,uniform,0.02,17,69.3014,57.6076,27.4726,0.019187,0.385766,ok
OddEven,4,uniform,0.04,42,535.915,82.7061,43.2834,0.029031,0.584359,ok
OddEven,4,uniform,0.04,1337,457.606,81.3923,41.7056,0.02975,0.598469,ok
XY,16,transpose,0.08,314,680.012,168.898,117.169,0.008734,0.177252,ok
OddEven,4,uniform,0.04,314,569.306,85.677,45.3908,0.02825,0.568031,ok
OddEven,4,uniform,0.08,42,621.188,83.4162,43.3558,0.028531,0.577187,ok
OddEven,4,uniform,0.04,17,487.675,82.409,42.8277,0.029109,0.586297,ok
OddEven,4,uniform,0.04,2024,526.269,84.0642,43.8679,0.029687,0.597359,ok
OddEven,4,hotspot,0.005,1337,311.908,256.663,189.245,0.003063,0.062,ok
OddEven,4,uniform,0.08,1337,618.14,84.7873,43.8501,0.0285,0.579187,ok
OddEven,4,hotspot,0.005,42,494.223,361.365,284.568,0.003078,0.062187,ok
OddEven,4,hotspot,0.005,2024,400.949,316.827,242.265,0.003063,0.062156,ok
OddEven,4,hotspot,0.005,314,306.629,273.99,209.586,0.003031,0.061969,ok
OddEven,4,uniform,0.08,2024,621.521,86.5201,45.52,0.028719,0.583156,ok
OddEven,4,uniform,0.08,314,640.918,83.1711,43.1046,0.029594,0.598875,ok
OddEven,4,uniform,0.08,17,640.687,84.9662,44.5875,0.028688,0.581281,ok
OddEven,4,hotspot,0.01,42,576.878,402.184,316.984,0.003063,0.061937,ok
OddEven,4,hotspot,0.01,1337,524.041,372.235,295.978,0.003063,0.062,ok
OddEven,4,hotspot,0.01,2024,553.423,375.186,289.027,0.003031,0.062156,ok
OddEven,4,hotspot,0.005,17,437.179,342.638,266.788,0.003063,0.062203,ok
OddEven,4,hotspot,0.01,17,518.98,349.612,267.78,0.003063,0.061906,ok
OddEven,4,hotspot,0.01,314,564.0,378.052,291.353,0.003031,0.062,ok
OddEven,4,hotspot,0.02,2024,726.433,406.412,327.139,0.003031,0.062062,ok
OddEven,4,hotspot,0.02,42,729.309,392.031,303.397,0.003031,0.062,ok
OddEven,4,hotspot,0.02,1337,766.98,420.357,330.001,0.003063,0.06225,ok
OddEven,4,hotspot,0.02,314,783.876,447.485,356.54,0.003031,0.062,ok
OddEven,4,hotspot,0.02,17,682.02,412.776,335.582,0.003063,0.061906,ok
OddEven,4,hotspot,0.04,2024,873.062,449.619,360.98,0.003031,0.062062,ok
OddEven,4,hotspot,0.04,314,868.361,446.938,365.664,0.003031,0.061781,ok
OddEven,4,hotspot,0.04,1337,904.969,432.592,337.754,0.003063,0.062312,ok
OddEven,4,hotspot,0.04,42,823.557,408.979,335.229,0.003031,0.061906,ok
OddEven,4,hotspot,0.04,17,880.102,458.959,359.238,0.003063,0.062,ok
OddEven,4,hotspot,0.08,42,944.612,441.867,349.779,0.003063,0.062125,ok
OddEven,4,hotspot,0.08,314,921.464,455.629,365.114,0.003031,0.06225,ok
OddEven,4,hotspot,0.08,1337,945.66,451.227,357.707,0.003031,0.062312,ok
OddEven,4,hotspot,0.08,2024,938.612,426.939,340.177,0.003063,0.06225,ok
OddEven,4,hotspot,0.08,17,959.327,463.714,370.536,0.003063,0.062312,ok
OddEven,4,transpose,0.005,42,42.3227,41.0831,18.7553,0.004891,0.098078,ok
OddEven,4,transpose,0.005,1337,40.9052,40.3105,18.5277,0.004781,0.096172,ok
OddEven,4,transpose,0.005,2024,39.6111,38.8431,17.4932,0.004781,0.095781,ok
OddEven,4,transpose,0.005,314,39.3925,38.3396,17.257,0.005016,0.100953,ok
OddEven,4,transpose,0.005,17,39.585,38.6275,17.4091,0.004781,0.096016,ok
OddEven,4,transpose,0.01,42,91.4428,70.0692,36.3726,0.009687,0.194391,ok
OddEven,4,transpose,0.01,1337,64.9574,57.2209,27.8711,0.009547,0.191375,ok
OddEven,4,transpose,0.01,2024,55.9819,50.6036,24.1231,0.009484,0.190984,ok
OddEven,4,transpose,0.01,17,58.7537,54.4454,26.2155,0.009562,0.192438,ok
OddEven,4,transpose,0.01,314,61.125,55.9842,28.0528,0.009859,0.198703,ok
OddEven,4,transpose,0.02,1337,289.224,90.2749,52.2411,0.015516,0.311828,ok
OddEven,4,transpose,0.04,42,262.962,72.5774,40.5092,0.022406,0.451844,ok
OddEven,4,transpose,0.02,2024,334.893,94.1897,55.8376,0.015813,0.31875,ok
OddEven,4,transpose,0.02,42,300.26,91.4548,54.0881,0.015734,0.317016,ok
OddEven,4,transpose,0.04,1337,276.822,76.6686,43.8924,0.021969,0.443531,ok
OddEven,4,transpose,0.02,17,314.514,92.0062,53.9277,0.015047,0.302453,ok
OddEven,4,transpose,0.02,314,311.125,90.829,52.7122,0.015719,0.315969,ok
OddEven,4,transpose,0.04,2024,269.221,72.4587,40.6307,0.023438,0.471938,ok
OddEven,4,transpose,0.04,17,272.723,76.5209,43.5583,0.021656,0.436844,ok
OddEven,4,transpose,0.08,42,531.781,68.0058,37.52,0.026781,0.540344,ok
OddEven,4,transpose,0.08,1337,508.312,67.4209,36.9685,0.026875,0.541875,ok
OddEven,4,transpose,0.04,314,275.248,73.9697,42.0916,0.022719,0.459688,ok
OddEven,4,transpose,0.08,2024,501.935,67.3744,37.396,0.026625,0.537438,ok
OddEven,4,transpose,0.08,314,507.651,68.084,37.4354,0.026781,0.540188,ok
OddEven,4,transpose,0.08,17,524.299,67.7587,37.4873,0.026937,0.542375,ok
XY,16,transpose,0.08,17,672.784,169.139,116.602,0.008754,0.177568,ok
OddEven,8,uniform,0.005,1337,55.7183,54.5064,30.826,0.004863,0.097629,ok
OddEven,8,uniform,0.005,42,59.658,58.2846,33.171,0.004832,0.097164,ok
OddEven,8,uniform,0.005,314,57.7143,56.4025,31.8705,0.004945,0.099008,ok
OddEven,8,uniform,0.005,2024,56.096,55.0589,30.8521,0.00484,0.097203,ok
OddEven,8,uniform,0.005,17,55.9252,54.6625,30.883,0.004695,0.09423,ok
OddEven,8,uniform,0.01,1337,76.7104,71.768,40.068,0.009473,0.190605,ok
OddEven,8,uniform,0.01,42,84.4063,77.7139,44.162,0.009797,0.196949,ok
OddEven,8,uniform,0.01,2024,77.2449,72.2171,40.6339,0.00984,0.198035,ok
OddEven,8,uniform,0.01,17,78.415,72.7812,40.7361,0.0095,0.191105,ok
OddEven,8,uniform,0.01,314,79.5334,74.2423,41.747,0.009832,0.197738,ok
OddEven,8,uniform,0.02,42,466.095,144.505,96.024,0.014695,0.296176,ok
OddEven,8,uniform,0.04,42,564.979,148.798,99.4938,0.014898,0.301508,ok
OddEven,8,uniform,0.02,2024,478.476,144.283,95.3982,0.014578,0.293418,ok
OddEven,8,uniform,0.04,2024,579.129,147.327,97.903,0.015117,0.306352,ok
OddEven,8,uniform,0.04,1337,571.853,152.436,102.615,0.014266,0.290336,ok
OddEven,8,uniform,0.02,1337,480.684,148.416,99.0844,0.014148,0.284703,ok
OddEven,8,uniform,0.04,314,604.445,151.001,102.206,0.014242,0.289266,ok
OddEven,8,uniform,0.02,314,420.92,142.779,94.1861,0.014715,0.296645,ok
OddEven,8,uniform,0.02,17,388.48,139.118,91.4093,0.014937,0.301422,ok
OddEven,8,hotspot,0.005,42,642.357,547.694,457.379,0.000766,0.015531,ok
OddEven,8,uniform,0.04,17,602.202,149.353,99.3937,0.014812,0.300617,ok
OddEven,8,uniform,0.08,1337,775.174,153.63,103.838,0.01443,0.293578,ok
OddEven,8,hotspot,0.005,1337,542.546,501.856,421.513,0.000758,0.015453,ok
OddEven,8,uniform,0.08,42,819.399,155.388,105.228,0.014219,0.288164,ok
OddEven,8,uniform,0.08,314,765.771,151.244,101.857,0.01475,0.298891,ok
OddEven,8,hotspot,0.005,2024,594.753,525.278,435.126,0.000758,0.015453,ok
OddEven,8,hotspot,0.005,314,610.959,515.398,421.514,0.000766,0.0155,ok
OddEven,8,hotspot,0.005,17,604.979,516.206,427.407,0.000758,0.015445,ok
OddEven,8,uniform,0.08,2024,766.375,145.009,96.2362,0.015625,0.316594,ok
