method,k,traffic,ir,seed,avg_lat,net_lat,flit_lat,accepted_pkt_rate,accepted_flit_rate,status
MinAdapt,16,transpose,0.08,17,676.928,148.609,100.533,0.008723,0.176701,ok
QRouting,4,transpose,0.02,42,55.6811,47.3189,21.9824,0.019734,0.396313,ok
QRouting,4,transpose,0.02,1337,52.7969,45.7173,21.0508,0.019203,0.384797,ok
QRouting,4,transpose,0.02,17,55.604,47.1823,21.9995,0.019297,0.38725,ok
QRouting,4,transpose,0.02,314,55.6677,46.2809,21.5387,0.019391,0.390797,ok
QRouting,4,transpose,0.02,2024,57.479,47.4651,21.9341,0.020094,0.403578,ok
QRouting,4,transpose,0.08,1337,513.74,63.1906,30.9573,0.037375,0.754188,ok
QRouting,4,transpose,0.08,42,509.742,61.7947,29.7791,0.037594,0.760375,ok
QRouting,4,transpose,0.08,2024,504.245,61.4712,29.7434,0.037469,0.757125,ok
QRouting,4,transpose,0.08,17,533.721,62.886,30.7001,0.037281,0.752844,ok
QRouting,4,transpose,0.04,42,292.781,64.3434,31.6346,0.033719,0.677078,ok
QRouting,4,transpose,0.08,314,503.097,63.0083,30.9281,0.037812,0.765531,ok
QRouting,8,uniform,0.005,42,58.7819,57.4483,32.3611,0.004836,0.096953,ok
QRouting,4,transpose,0.04,314,355.053,63.6923,30.5313,0.034938,0.702828,ok
QRouting,4,transpose,0.04,17,391.745,64.287,30.6392,0.0345,0.694312,ok
QRouting,8,uniform,0.005,1337,59.0689,57.7492,32.2723,0.004871,0.097703,ok
QRouting,4,transpose,0.04,2024,425.796,66.0087,30.7032,0.034438,0.692109,ok
QRouting,8,uniform,0.005,314,57.3259,56.2682,31.5383,0.004938,0.098953,ok
QRouting,4,transpose,0.04,1337,403.382,64.0734,30.7737,0.0345,0.694125,ok
QRouting,8,uniform,0.005,2024,59.1362,57.7091,32.1994,0.004844,0.097172,ok
QRouting,8,uniform,0.005,17,58.0932,56.7953,31.8473,0.004695,0.094191,ok
QRouting,8,uniform,0.01,42,80.9921,75.9675,42.4448,0.009816,0.197215,ok
QRouting,8,uniform,0.01,1337,78.7387,74.3203,41.2927,0.009469,0.190473,ok
QRouting,8,uniform,0.01,2024,79.6002,74.8988,41.992,0.009836,0.198168,ok
QRouting,8,uniform,0.01,314,79.7635,74.4911,41.5727,0.009875,0.198199,ok
QRouting,8,uniform,0.01,17,78.7427,73.723,40.8479,0.009508,0.191129,ok
QRouting,8,uniform,0.02,42,276.102,150.837,107.182,0.007234,0.144687,ok
QRouting,8,uniform,0.04,42,593.238,187.334,138.855,0.013734,0.279359,ok
QRouting,8,uniform,0.02,1337,436.018,166.499,119.417,0.014477,0.290633,ok
QRouting,8,uniform,0.04,1337,527.588,175.363,129.494,0.01357,0.27425,ok
QRouting,8,uniform,0.04,2024,615.537,185.178,135.958,0.014352,0.290727,ok
QRouting,8,uniform,0.02,2024,487.549,167.268,120.028,0.014461,0.291133,ok
QRouting,8,uniform,0.04,314,588.421,184.136,135.581,0.014094,0.284391,ok
QRouting,8,uniform,0.02,314,478.492,173.236,125.69,0.014176,0.285461,ok
QRouting,8,uniform,0.02,17,478.122,166.682,119.409,0.014785,0.297594,ok
QRouting,8,uniform,0.08,42,730.907,177.755,129.539,0.014625,0.294594,ok
QRouting,8,hotspot,0.005,42,647.072,544.753,474.949,0.000758,0.015531,ok
QRouting,8,uniform,0.04,17,552.145,178.762,131.247,0.013875,0.280773,ok
QRouting,8,hotspot,0.005,1337,653.381,593.196,496.564,0.000758,0.015453,ok
QRouting,8,uniform,0.08,2024,805.513,175.118,126.775,0.015422,0.312086,ok
QRouting,8,uniform,0.08,1337,755.235,180.563,131.959,0.014687,0.297055,ok
QRouting,8,uniform,0.08,314,715.526,183.923,134.827,0.013617,0.274719,ok
QRouting,8,hotspot,0.005,17,662.32,574.763,496.537,0.000758,0.015445,ok
QRouting,8,hotspot,0.005,2024,689.474,590.041,526.135,0.000758,0.015453,ok
QRouting,8,hotspot,0.005,314,640.392,535.567,451.667,0.000758,0.0155,ok
QRouting,8,hotspot,0.01,42,801.619,628.66,547.614,0.000758,0.015453,ok
QRouting,8,uniform,0.08,17,770.218,189.325,141.818,0.013477,0.272922,ok
QRouting,8,hotspot,0.01,2024,734.51,544.062,461.287,0.00075,0.015453,ok
QRouting,8,hotspot,0.01,1337,758.122,645.653,566.437,0.000766,0.015508,ok
QRouting,8,hotspot,0.01,314,803.34,536.443,460.921,0.000758,0.015461,ok
QRouting,8,hotspot,0.02,42,823.295,614.632,522.21,0.000742,0.015305,ok
QRouting,8,hotspot,0.01,17,714.412,569.206,473.024,0.000758,0.015461,ok
QRouting,8,hotspot,0.02,1337,895.969,611.361,531.0,0.000758,0.015578,ok
QRouting,8,hotspot,0.02,314,901.104,612.656,533.749,0.00075,0.015352,ok
QRouting,8,hotspot,0.02,17,846.649,621.918,532.247,0.000758,0.015445,ok
QRouting,8,hotspot,0.04,42,944.959,621.684,526.648,0.000766,0.015531,ok
QRouting,8,hotspot,0.02,2024,824.802,603.427,545.797,0.00075,0.015516,ok
QRouting,8,hotspot,0.04,2024,943.278,634.227,561.106,0.000758,0.015516,ok
QRouting,8,hotspot,0.04,1337,890.959,558.866,473.076,0.000758,0.015562,ok
QRouting,8,hotspot,0.04,314,963.98,642.596,550.37,0.000773,0.015555,ok
QRouting,8,hotspot,0.04,17,946.604,633.312,551.355,0.00075,0.015445,ok
QRouting,8,hotspot,0.08,1337,972.526,649.347,579.105,0.000742,0.01525,ok
QRouting,8,hotspot,0.08,42,976.796,613.306,537.499,0.000766,0.015531,ok
QRouting,8,hotspot,0.08,314,982.897,584.299,492.545,0.000758,0.015469,ok
QRouting,8,hotspot,0.08,2024,978.704,631.184,539.448,0.000766,0.015531,ok
QRouting,8,hotspot,0.08,17,985.806,615.286,529.024,0.000766,0.015578,ok
QRouting,8,transpose,0.005,42,54.4234,53.3815,30.074,0.004844,0.097027,ok
QRouting,8,transpose,0.005,1337,55.7424,54.7745,31.1365,0.004863,0.097527,ok
QRouting,8,transpose,0.005,2024,55.8378,54.4907,30.7681,0.00484,0.09707,ok
QRouting,8,transpose,0.005,314,56.1774,54.7744,30.6235,0.004953,0.099324,ok
QRouting,8,transpose,0.005,17,56.7794,55.438,31.5827,0.004691,0.094117,ok
QRouting,8,transpose,0.01,42,74.7938,70.0489,39.3036,0.009816,0.197223,ok
QRouting,8,transpose,0.01,1337,71.838,68.4225,38.6799,0.009508,0.190625,ok
QRouting,8,transpose,0.01,2024,75.8985,71.5751,40.4502,0.009848,0.198187,ok
